docidx	x	y	z
0	38	-48	49
0	-25	-45	-2
1	4	-10	64
1	-6	18	4
1	-30	-16	20
1	22	12	8
1	-40	-48	-32
1	38	-50	36
1	28	14	12
1	14	0	4
1	-4	-4	52
1	-6	4	32
1	-22	14	4
1	18	34	-4
1	14	6	4
1	-28	-14	64
1	18	-4	60
1	-26	-56	-32
1	2	-62	-20
2	-5	-36	52
2	-34	-16	-1
2	-50	-17	20
2	-52	-28	61
2	-3	-29	57
2	-51	4	3
2	-2	-12	67
2	-39	-13	53
2	-37	-7	64
2	-15	-30	40
2	-6	-14	54
2	-38	-25	50
2	-37	-31	50
2	-61	-32	30
2	-47	-29	30
2	-40	-1	-1
2	-35	-13	56
2	-38	-28	50
2	-37	-25	50
2	-5	-21	52
2	-55	3	12
2	-47	-33	30
2	-35	-50	65
2	-13	-30	38
2	-28	-13	47
2	-36	-39	58
2	-6	-37	59
2	-39	-12	9
2	-52	3	-4
2	-33	-9	60
2	-3	-17	66
2	-21	-2	61
2	-62	-42	37
2	-67	-20	10
2	-7	4	52
2	-63	-26	20
2	0	1	47
2	-39	-13	53
2	-59	-30	25
2	-32	-4	55
2	-57	-3	-2
2	-44	3	12
2	-6	-40	52
2	-44	-38	33
2	-6	-21	49
2	-33	-3	60
2	-61	4	13
2	-43	-12	-3
2	-47	6	3
2	0	1	50
2	-5	-14	50
2	-2	9	49
2	-57	-34	20
2	-57	-16	-2
2	-5	-23	52
2	-35	-14	59
2	-11	-10	50
2	-4	-31	46
2	-5	14	52
2	-38	-12	67
2	-61	-25	30
2	-38	-52	59
2	-27	-62	52
2	-47	1	-2
2	-39	-2	0
2	-6	-21	51
3	32	25	24
4	-6	-50	-7
4	58	-3	4
4	9	17	-13
4	14	19	15
4	-26	19	20
4	-29	-8	4
4	17	-11	26
4	17	22	-2
4	17	11	-2
4	-3	-58	9
4	-26	-56	4
4	-14	-33	20
4	3	-31	-7
4	-43	-69	9
4	-38	-61	31
4	17	-86	15
5	34	-20	56
5	6	-4	52
5	14	-68	56
5	-2	-24	-12
5	24	-16	48
5	8	-60	-24
5	-22	-8	4
5	-18	-10	4
5	-32	-40	56
5	36	-38	44
5	-4	-8	44
5	58	6	16
5	32	-60	52
5	16	-20	64
6	-19	-83	-4
6	-4	11	53
6	-41	30	8
6	-38	-60	-15
6	-41	30	8
6	-38	15	30
6	-49	-56	-8
6	38	15	23
6	23	-86	11
6	-4	11	53
6	-45	4	30
8	-28	-68	38
8	30	-66	38
8	-2	-64	36
8	-12	-62	40
8	-26	-68	34
8	-2	-62	38
8	-4	-62	40
8	-44	24	32
8	-38	24	38
8	-4	12	52
8	6	8	48
8	-4	-62	40
8	28	-62	38
8	32	-66	26
8	-2	-70	42
8	-26	-78	38
8	-30	-72	40
8	30	-66	38
8	-26	-68	34
8	34	-64	42
8	-32	-64	42
8	-6	-70	38
8	38	36	40
8	-30	-72	40
9	-3	-74	-18
9	-34	-68	-15
9	3	-3	25
9	-43	-37	34
9	9	-90	-12
9	-25	-71	31
9	-28	-90	9
9	9	-71	-34
9	0	-43	-15
10	-21	-87	-15
10	27	-81	19
10	-33	-85	-2
10	23	-91	8
10	-21	-76	-12
10	-23	-89	8
10	-34	-51	46
10	-4	14	47
10	23	-91	8
10	-27	-73	-12
10	43	-65	-16
10	-37	-61	-17
10	-21	-87	-12
10	41	-50	-18
10	-39	-77	-12
10	23	-93	0
10	-4	3	49
10	16	-96	3
10	-39	-76	-12
10	-23	-89	8
10	-19	-93	0
10	35	-50	-18
10	-19	-93	-7
10	29	-81	19
11	53	4	4
11	48	-4	-10
11	-8	-4	65
12	-39	3	54
12	6	30	42
13	21	42	37
13	40	48	31
13	-34	54	28
13	21	42	31
13	40	42	31
13	46	-39	18
13	21	42	37
13	21	-3	43
13	18	42	31
13	-37	42	31
13	-43	36	31
13	56	-33	-6
13	34	48	28
14	-38	10	40
14	-48	17	22
14	23	-4	54
14	-26	19	11
14	-42	10	29
14	-28	52	4
14	0	4	53
14	35	41	25
14	23	-8	53
14	-29	20	-1
14	0	4	53
14	-35	42	22
14	32	28	28
14	37	40	29
14	34	30	34
14	27	29	36
14	27	25	32
14	-46	2	16
15	48	-30	-20
16	14	-82	-8
16	-42	-70	-6
16	-10	-82	-6
16	-42	-36	-16
17	12	-92	0
17	0	-2	48
17	-28	-96	-6
17	18	-52	-16
17	-26	-58	-20
17	-36	-44	34
17	14	-18	8
17	-12	-14	6
17	24	-82	-8
17	34	30	36
17	8	4	46
17	30	-52	-34
17	0	-92	8
17	10	12	38
17	12	-82	-6
17	36	-68	28
17	48	6	34
17	-42	-34	38
17	-26	-70	-14
17	-6	-92	-2
17	34	-96	-6
17	38	38	34
18	31	-77	-20
18	-7	-63	60
18	-35	27	30
18	17	-99	-8
18	6	-49	8
18	17	-99	-8
18	38	-5	30
18	31	-77	-20
18	6	-49	10
18	8	-95	10
18	-25	-55	50
18	-23	-59	56
18	-45	-71	12
18	6	-49	10
18	28	-75	30
18	41	-75	4
18	-23	-85	10
19	19	-67	51
20	-64	-36	20
21	-32	40	28
21	-4	12	52
21	36	-60	52
21	44	-40	32
22	24	34	5
24	30	-81	-15
24	48	-63	3
24	-36	-87	-6
25	-4	-60	60
25	32	0	56
25	-32	4	52
26	14	-92	2
26	62	-18	10
26	32	-72	-20
26	-6	-4	10
26	14	-76	12
27	-46	-30	12
27	40	-30	12
27	-48	-28	12
27	-48	-30	12
27	-60	-30	12
27	-56	-32	12
27	42	-20	-4
27	-42	-32	12
28	-36	11	43
28	2	-20	4
28	42	-60	22
28	14	-38	-8
29	-28	18	20
29	-28	16	34
29	-26	12	28
29	-34	4	32
29	-34	22	14
29	-38	10	34
29	-38	10	34
29	-38	12	28
29	-30	18	26
31	19	-5	-7
31	-44	-14	3
31	-29	-30	-1
31	38	-11	-6
31	12	-13	-6
31	-29	-30	-1
31	-37	22	10
31	54	-5	-7
31	-28	-30	-1
31	23	-30	-6
31	-28	-30	-1
31	-43	-36	11
31	12	-13	-6
31	-30	-34	-12
32	-45	-51	45
32	15	27	-12
32	-39	24	-12
32	33	42	24
32	-33	45	12
33	-36	-2	60
33	-56	-20	54
35	0	-53	42
35	14	-86	9
35	-29	-72	-13
35	-38	-72	4
35	14	-86	9
35	26	-83	15
35	35	-58	-13
35	43	-50	42
35	3	-64	26
35	38	-72	-13
35	43	-69	-7
36	33	3	-24
36	63	-15	-18
36	-24	-3	-24
36	-6	-42	36
36	12	-12	-9
36	0	-30	36
36	57	-63	15
36	-42	-72	39
36	24	-9	-18
36	-12	-45	57
36	9	39	30
37	-8	36	9
37	-9	-56	18
37	1	2	3
37	-46	-73	27
37	-50	-22	9
37	1	2	3
37	8	-48	-18
37	9	34	18
37	-10	-49	-18
37	9	-37	27
37	44	36	9
37	-51	-46	27
37	-8	-24	-18
37	-47	-63	-9
37	46	35	0
37	-47	8	36
37	23	30	31
37	19	21	22
37	20	49	9
38	66	-18	-8
38	36	-76	-10
38	38	-16	-22
40	-6	26	12
40	-26	-42	-48
40	-40	-64	-18
40	-46	-68	32
40	-42	-80	14
40	-8	-62	58
40	32	-58	-18
40	30	-80	-36
41	43	36	0
41	-43	-57	37
41	-43	6	37
42	20	-83	4
42	-12	-72	48
42	17	-81	9
42	32	-58	53
44	-39	-57	-24
44	48	30	21
44	-51	24	30
44	-30	-66	45
44	57	-24	21
44	45	18	45
45	-45	-45	-8
45	-41	-53	-11
47	-27	-54	49
47	-31	-61	44
47	35	-57	37
47	36	-15	47
47	-38	-24	47
47	2	-5	52
47	2	-70	45
47	1	-10	59
47	-2	-65	54
49	-42	18	34
49	-40	6	28
49	-56	-26	-4
49	-56	-26	-4
49	-44	12	18
49	-52	-24	14
49	-54	-42	8
49	-40	14	10
49	-42	18	30
49	42	12	28
49	-40	14	30
50	60	-12	8
50	68	-24	4
50	40	-28	16
51	47	-31	13
51	-43	-29	14
53	-25	-47	-13
53	34	-10	-30
54	-47	-50	-17
55	-42	-30	48
56	-35	-83	2
56	-27	-87	12
56	17	-65	50
56	29	-83	10
56	33	7	28
56	-23	-71	46
56	-13	-75	46
56	-25	-67	-12
56	-25	-73	20
56	-27	-89	0
56	47	3	20
56	-39	-75	2
56	-45	-69	0
56	-43	-69	-6
56	-9	-3	8
56	-19	3	2
56	31	-47	42
56	31	-85	2
56	29	-47	42
56	-23	-73	30
56	-47	-39	24
56	-33	-43	38
56	45	1	36
56	25	-71	30
56	-25	-73	20
56	25	-79	-14
56	29	-83	8
56	-47	-39	24
56	-41	-9	52
56	-35	-45	38
56	-31	-47	48
56	-29	-51	42
56	-41	-63	-16
56	-25	-87	12
56	-35	-45	46
56	1	-3	54
56	-39	-73	2
56	-59	7	18
56	35	-45	40
56	-25	-13	52
56	-25	-13	56
56	23	-87	2
56	27	-75	28
56	39	-55	54
56	41	-61	12
56	-57	-5	36
56	-49	-63	4
56	-17	-89	-8
56	59	-35	18
56	-13	-75	46
56	-35	-43	38
56	29	-85	2
56	-25	-51	42
56	-41	-9	48
56	37	-7	46
56	41	-67	4
56	-23	-71	46
56	-51	3	10
56	-13	-71	38
56	-27	-55	48
56	-33	-43	38
56	-31	-51	40
56	27	-57	50
56	-49	-3	42
56	-45	-75	0
56	-25	-87	2
56	23	-69	50
56	-43	-69	-6
56	-31	-11	52
56	-49	-63	4
56	29	-81	10
56	-49	-1	42
56	27	-81	-14
56	29	-83	10
56	-35	-47	48
56	-25	-73	22
56	-25	-73	20
56	-29	-51	42
56	-43	-75	-16
56	-25	-73	22
56	-27	-89	2
56	-33	-43	38
56	3	23	32
57	36	-28	-22
58	-59	-23	22
61	-32	-60	-22
61	16	-48	-16
61	42	46	18
62	45	-57	14
62	14	-84	28
62	-49	-69	7
62	-51	-46	4
62	41	2	43
62	-19	-18	35
62	44	-50	2
62	-19	-18	45
62	14	-77	23
62	38	9	30
62	-38	3	35
63	-42	-18	-12
63	-48	20	-16
63	-42	-56	38
64	20	-70	56
65	-57	-24	24
65	-24	-15	-24
65	-18	9	-6
66	-34	-22	-16
67	16	-22	2
69	54	-69	-6
69	-36	-39	63
69	-30	-84	12
69	33	-48	60
70	-6	49	-4
70	-20	-89	20
70	10	47	25
70	-16	28	46
70	24	-12	-17
70	44	-28	17
70	11	-43	-34
71	36	-64	44
71	28	-68	60
71	44	-56	48
71	52	-44	48
71	64	-32	36
71	64	-36	32
71	-28	-24	68
71	48	36	16
71	-52	-20	20
74	-25	-72	36
75	-39	15	30
75	-27	-57	21
77	-30	41	35
77	41	39	30
77	-52	7	5
78	-32	-50	56
78	-6	6	70
78	-52	-56	-18
78	56	14	-2
78	34	6	62
79	20	-27	0
79	-4	-36	34
80	-24	-54	-28
80	2	-4	54
80	-36	-10	58
80	-34	-18	60
80	-54	6	8
80	46	2	52
81	-34	45	25
81	45	16	22
81	-41	41	18
81	-34	45	25
82	57	6	36
82	-36	6	54
82	33	-39	66
82	-54	-24	42
82	-36	6	54
82	51	3	39
82	51	9	6
83	-42	24	-9
83	54	15	39
83	0	-3	9
83	-45	27	21
83	-33	-48	57
83	-27	-57	-30
83	45	27	15
83	-33	15	-21
83	33	51	-6
83	9	-69	42
83	-3	42	24
84	-36	-36	68
84	48	-40	52
84	8	-72	32
85	-37	-55	-18
86	-30	-63	-3
86	54	-15	36
86	27	-75	42
86	6	-18	-3
86	-57	-51	30
86	9	18	54
87	-59	-28	10
87	6	10	-9
87	-1	-1	53
88	-28	-50	52
88	40	8	32
88	-6	16	50
89	-50	8	50
89	-68	-26	22
89	-44	-76	-26
89	-40	-56	-26
89	-8	-76	-4
89	-34	-36	60
89	-44	-34	60
89	-6	-56	-6
89	-32	-44	56
89	54	-10	8
89	14	-46	-16
89	16	-48	-18
89	-46	-40	54
89	-4	4	52
90	34	-78	18
91	24	-52	-38
91	-8	52	6
91	28	-50	-46
91	-2	8	54
91	-32	-48	-38
92	-41	-34	53
92	-46	-63	13
93	-50	-62	-10
93	-20	-82	-14
93	-43	-63	-11
94	-57	18	3
95	-26	-86	26
95	26	-98	-2
95	38	-72	10
96	-1	-76	2
96	-45	11	5
96	29	-52	-14
96	34	20	-28
96	9	70	10
97	4	-4	28
97	-60	-48	12
98	-43	-64	15
98	-26	-72	31
98	38	-61	-2
98	43	-61	9
99	-33	-26	55
99	-25	-71	25
100	-16	-16	0
102	8	26	37
102	44	8	30
102	53	-40	3
102	18	0	11
102	44	22	11
102	18	1	10
102	-19	0	9
102	7	1	60
103	25	28	24
103	-44	-7	38
103	-29	-35	-27
103	-25	-63	43
103	-26	-8	48
103	-28	-34	-5
103	-49	-40	42
103	-35	-58	-17
104	54	-72	-6
105	-52	-16	-14
106	20	-61	48
107	34	-88	-14
107	-34	32	28
107	-18	-50	-20
107	32	-58	56
107	32	48	8
107	-24	-82	14
107	-44	-66	46
107	-24	-76	-14
107	26	-64	-18
107	-10	62	0
108	-35	-8	53
108	-29	-58	31
108	-29	-58	42
108	-43	17	4
108	3	-28	42
108	43	-50	37
108	3	8	48
109	-48	-20	4
109	-8	-52	28
111	-37	-23	57
111	7	4	9
112	31	18	23
113	-50	-23	24
113	-52	-14	38
113	-10	-19	14
113	-52	-59	14
114	-48	-66	-28
115	-30	-30	14
115	34	-30	12
115	-42	-44	18
116	18	-62	-12
117	-48	33	30
117	-51	30	30
117	21	-84	15
117	36	24	30
117	27	30	30
117	-45	21	18
117	-36	-48	48
117	-63	-36	18
117	36	-42	48
117	54	18	15
117	33	-54	48
117	-45	-45	18
117	-15	30	15
117	-33	-51	48
117	-45	-66	24
117	-33	-48	48
117	-30	-63	48
117	-36	-45	42
117	-42	-36	15
117	-48	33	21
117	-18	-81	15
117	54	18	15
117	-57	15	15
117	-45	-33	39
117	33	33	21
117	-36	-45	42
117	-36	48	12
118	-46	-51	-19
118	46	-47	17
118	28	-60	-54
118	-53	14	6
119	-50	-8	-6
119	54	-12	-2
119	-46	-20	28
120	-2	-18	49
120	29	-66	30
120	58	-2	14
120	-44	-42	32
120	30	-58	38
120	-55	-38	-18
120	3	-40	20
120	26	-38	32
120	-55	-38	-18
120	-26	-23	-23
121	24	-84	0
121	-27	-81	15
121	-24	-84	27
122	4	-56	-12
122	-36	-40	40
122	-32	-12	60
122	-60	-16	8
122	44	-4	56
122	-8	0	48
122	-44	-4	56
122	-52	-8	44
123	30	-52	50
124	-30	7	28
124	20	-61	40
125	46	-26	8
125	62	-22	6
125	44	-18	4
127	-54	-46	12
127	58	-20	0
127	-58	-44	12
128	51	-21	13
129	-36	9	5
129	-37	15	46
129	42	-49	40
129	-21	-64	49
129	-35	-50	44
129	19	-57	54
129	34	17	11
129	5	-59	49
129	4	15	51
129	-41	4	41
129	8	30	23
129	35	11	47
130	-40	-24	24
130	22	-62	-26
131	-60	-46	34
133	20	-76	28
134	66	-34	32
134	66	-34	32
134	58	-40	36
134	-38	42	30
134	-22	8	0
134	-38	42	30
134	60	-36	36
134	60	-36	36
134	4	14	52
135	1	2	3
135	1	2	3
136	30	-48	36
136	32	-62	6
136	34	6	46
136	36	38	28
136	30	-64	-18
136	32	-76	-20
136	32	-86	0
137	58	14	22
137	54	20	-2
137	-26	-60	58
137	24	-52	-24
137	0	4	46
138	31	-65	41
139	-36	20	32
139	50	-62	28
139	22	-60	-28
142	-30	-54	-36
143	-20	-86	-10
144	-16	60	12
144	-62	-6	12
145	-8	-17	8
145	38	-23	7
145	40	-54	-15
145	-51	-2	39
145	-55	-16	1
145	31	18	16
146	-20	-62	60
146	-36	-36	48
146	52	-56	-14
146	24	-24	-12
146	42	4	38
146	-54	8	-28
146	-6	54	40
146	-50	-72	30
147	38	42	32
147	-26	-58	44
147	56	20	28
150	24	-60	-24
150	39	-72	-21
150	24	-48	18
150	-45	-54	-18
150	-27	-12	-18
150	39	-36	42
150	27	-66	42
152	18	-81	12
152	33	3	-45
152	9	-24	-15
153	12	-14	8
153	22	44	8
153	22	6	-32
153	36	18	6
153	8	-82	-22
153	30	-84	-12
153	46	-86	2
153	-32	-88	-12
153	58	12	38
153	35	25	-5
153	-6	-42	6
153	-52	14	38
154	-55	9	27
154	58	7	15
154	-54	9	18
154	53	6	24
155	-23	-85	22
155	38	-56	-18
155	-42	-66	-11
155	-25	-57	-15
155	7	-71	32
155	32	-55	48
155	-25	-57	-15
156	-16	-26	12
156	66	-20	4
156	14	-28	32
156	48	30	-6
156	-58	-22	4
156	64	-24	-6
156	-6	-24	10
158	-31	-83	12
158	-25	31	40
158	28	-37	-9
158	34	-68	-9
158	-21	22	40
158	46	-46	31
158	28	-65	31
158	-37	6	31
158	-31	-80	9
158	-31	-80	25
158	18	-68	-9
158	37	-80	12
159	-10	-78	-36
159	-4	34	32
159	-6	-4	8
159	12	-60	4
159	-2	-18	4
159	16	-82	-12
159	-42	10	44
160	-45	23	25
160	34	-79	35
161	41	-34	0
161	43	-33	-2
161	-4	-69	4
161	32	42	11
161	31	-49	-7
161	47	-57	-30
161	11	-38	27
161	-8	-39	7
161	41	-34	-4
161	-15	-11	23
162	-68	-30	25
162	14	-8	24
162	-60	-52	30
162	-8	45	50
162	-38	-26	65
162	-45	-45	60
162	-34	-49	-30
162	8	-34	5
162	-8	-15	70
162	-26	-68	-50
162	19	-64	-50
162	52	22	-15
162	-4	-22	15
162	8	-15	70
162	30	-75	30
162	-15	-4	15
163	40	16	-2
163	26	46	30
163	-34	50	32
163	-46	-68	-16
164	-64	-18	30
164	42	-52	58
164	36	-44	44
164	-40	-40	44
165	-48	-32	40
165	-52	-52	28
165	-44	-32	40
165	-28	-60	52
165	-64	-24	20
165	-32	-52	52
165	-40	-12	48
165	-16	-40	20
165	-32	-64	36
166	-5	-49	40
166	-11	41	42
166	-23	-87	28
166	-27	-79	8
166	-1	47	-4
166	23	-79	18
166	23	-81	10
166	-15	55	26
166	-45	-67	36
167	-26	-64	62
167	-36	-32	58
168	-35	-22	59
170	-24	-51	57
171	-52	10	12
171	-58	6	14
171	26	-64	-26
171	4	-72	-36
171	32	-76	20
171	-32	-86	-18
171	-48	-52	-30
171	-48	-52	-30
172	0	44	15
172	52	11	20
172	43	-58	-2
172	35	8	-7
172	-49	-64	4
172	55	-6	15
172	-12	8	-2
172	38	8	20
172	6	33	20
173	56	-28	-12
173	30	24	-20
173	-36	8	-34
173	-48	40	-12
174	16	-56	-28
175	26	0	-20
175	27	-6	-5
176	42	-80	12
176	6	18	58
176	-22	8	50
176	28	-56	44
176	-32	-56	52
176	-34	18	60
176	46	-50	-16
176	56	16	28
176	-50	32	22
176	38	-60	-24
177	36	56	-12
177	-46	0	30
178	19	-91	0
178	-5	-3	57
178	22	-11	50
178	-11	-79	7
178	49	-24	32
178	-43	18	6
178	-43	18	44
178	-38	17	17
178	-11	-79	7
178	-38	17	17
178	-44	3	21
178	16	7	11
178	16	7	11
178	13	-66	50
178	-5	18	47
178	-46	18	16
178	-41	33	17
178	-5	18	43
178	-8	12	47
178	-44	9	5
178	-44	3	21
178	-48	-2	29
178	43	-53	-1
178	-44	-40	42
178	13	-66	42
178	19	-87	-2
178	40	25	22
178	-41	-63	-2
178	-11	-76	9
178	43	-53	-1
178	43	16	-1
178	-26	-64	44
178	-38	27	18
179	-34	23	30
180	8	-94	0
180	48	-64	6
180	22	-48	-22
180	32	-66	-22
181	2	-29	-4
181	-44	-31	-4
181	35	-33	-12
181	35	5	-12
181	58	1	20
181	-10	16	55
182	-3	41	8
182	-3	25	-2
182	-11	30	44
183	27	-66	54
183	-52	-66	6
183	48	-66	0
183	-12	-60	66
183	15	-66	66
183	-16	-96	14
183	16	-70	60
183	42	-75	24
183	24	-60	69
183	-50	-74	6
183	36	-78	36
184	-12	12	52
185	16	-68	56
185	-8	4	48
185	4	8	44
185	-44	-8	44
185	-20	-72	56
185	44	-48	36
185	-44	-4	44
185	28	-4	56
185	8	0	52
187	-53	-55	32
187	-32	17	40
187	37	8	52
188	64	-34	25
188	-26	-44	65
188	-56	11	-15
188	-26	-44	65
188	52	19	-15
188	0	16	40
188	24	-60	55
188	52	19	-15
188	0	16	40
188	-38	-48	60
188	26	52	30
188	3	-17	5
188	-26	-44	65
188	-56	-41	30
188	0	-30	30
189	42	-18	60
189	-36	-30	52
189	-38	-34	68
189	32	-28	60
189	38	-28	60
189	34	-24	68
189	16	-40	76
189	-20	-22	72
189	-16	-40	72
190	56	-40	16
190	44	20	12
191	64	6	20
191	24	-4	-20
191	60	-20	40
191	-57	8	16
191	0	-70	-12
191	32	-14	20
191	30	-16	4
191	12	30	60
191	4	-68	40
191	30	18	-24
191	-54	10	-12
191	-12	40	52
191	-30	-70	48
192	-27	-22	18
192	-30	-23	18
192	-45	-22	21
192	-30	-23	14
192	-42	-26	18
192	-45	-22	21
192	-36	-22	13
192	-36	-16	12
192	-45	-22	21
192	-36	-22	12
193	51	22	-8
193	48	-46	39
193	-11	-66	48
193	-36	-66	-24
193	-43	55	14
194	25	-83	18
196	14	-2	62
196	36	-26	16
196	54	4	6
196	-48	-6	8
196	-10	10	36
196	-14	-50	52
196	-18	-48	52
197	18	-79	-20
197	-31	17	17
197	-46	28	5
198	36	24	-36
198	33	-27	-15
198	-24	-12	-18
198	33	15	-36
198	-30	-72	-30
198	-54	-69	27
199	13	14	15
199	13	14	15
200	56	0	40
200	56	-36	32
200	40	-40	36
200	24	4	8
200	-36	16	8
200	28	16	4
202	-5	-13	4
202	-8	23	38
202	-14	9	6
202	-2	52	17
202	-5	-69	35
202	-14	16	8
202	4	16	8
202	-8	-68	40
202	-2	-33	33
202	10	-58	29
203	30	40	-16
203	2	28	-14
203	44	-54	-20
203	28	-40	-16
203	8	-36	-18
205	-23	-71	50
205	-10	-62	50
205	16	-66	48
206	3	6	3
206	3	4	5
206	3	7	5
206	2	3	5
206	-1	1	1
206	2	8	5
206	6	6	4
207	-64	-44	12
207	56	-38	28
207	2	-24	-22
207	34	-70	-8
207	46	-46	26
207	-64	-34	0
207	-48	-26	4
207	-20	-12	8
207	-38	44	34
207	12	-20	-6
207	-34	-32	12
209	44	6	9
209	6	18	39
209	30	24	-6
209	-51	21	-3
209	-51	21	-12
210	-30	-81	30
210	-12	-81	-12
210	33	-66	-51
210	-6	-75	-33
210	-42	-51	48
210	33	-54	66
210	-42	-51	48
210	15	6	-6
210	-33	-54	-39
210	36	-51	-51
210	-48	-75	-6
210	-30	-81	30
210	-12	-81	-15
211	-30	6	-18
211	-26	-8	-24
211	-2	-36	24
211	34	-68	40
211	-40	-14	-16
211	-44	-50	52
211	-42	-58	26
211	-50	-56	16
211	2	-18	24
211	66	-28	0
211	-42	22	36
211	38	34	-10
212	49	0	-18
212	-40	14	31
212	-12	-83	-2
212	-6	-53	26
212	49	17	26
212	43	25	20
212	-38	-64	-13
213	-24	-14	50
213	-26	-10	12
213	52	0	28
214	-4	28	-4
216	12	-64	64
216	-52	-8	48
216	28	-68	40
216	-28	0	24
216	24	-8	48
216	4	52	-8
216	-48	-32	44
216	-48	-36	44
216	-28	-60	56
216	52	-16	36
216	4	56	32
217	-47	-18	8
218	-13	-17	1
218	22	8	-20
218	-1	-41	40
218	-26	29	-7
218	-40	-44	-25
218	-23	-66	-33
218	4	10	4
218	-35	-9	-24
219	-60	8	32
219	-56	-40	52
219	-52	-44	56
219	52	-40	52
219	-56	4	36
219	-64	-36	36
220	40	-66	6
220	-46	-68	6
220	-46	-74	10
220	16	-86	8
220	-22	-74	-10
220	46	-66	10
220	-44	-68	6
220	22	-76	26
220	-22	-84	24
221	19	37	19
222	56	-6	38
222	-60	-16	10
222	58	-14	16
223	42	-48	30
223	-26	-68	34
223	34	-46	44
223	-8	20	42
223	8	-46	28
223	48	14	28
223	10	-10	4
223	50	-28	20
223	40	-64	14
223	-26	-10	6
223	24	-6	54
223	-26	-10	4
223	31	-66	28
224	24	-62	-24
224	44	-50	48
225	-34	-65	44
225	-30	-65	42
225	-46	4	26
225	-50	-26	12
225	-43	4	24
226	-17	-86	-13
226	-52	-14	9
226	-3	-42	4
226	35	17	48
226	-49	-3	9
226	40	-67	-13
226	3	-56	26
226	9	-72	31
226	35	-75	-13
226	-23	-75	-7
226	17	-81	-7
227	-34	-48	-21
227	34	30	-6
227	52	-18	6
227	-61	-9	9
227	-43	-63	42
227	40	-51	54
227	37	48	9
227	10	18	-3
227	-37	30	-9
227	-13	48	-12
227	25	-33	-24
228	-45	30	0
228	-39	-12	48
228	9	15	51
228	6	18	51
228	-57	-6	-9
228	-18	-84	-21
229	-32	-69	-18
229	52	-36	9
229	-12	-78	4
229	32	-81	9
229	-38	-67	-13
229	46	-56	-13
229	-58	-44	15
229	-49	-44	20
229	46	3	26
229	38	3	31
229	-55	-33	4
229	29	-39	-2
229	35	-61	37
229	-9	-67	-2
229	-46	-69	4
229	46	-69	-7
230	28	-21	58
232	-57	2	17
232	23	-94	-8
232	-49	16	3
232	42	-11	36
232	0	-54	-8
233	30	66	4
234	-36	52	12
234	-36	52	-4
235	-6	-82	-28
235	-18	-6	14
235	-60	-20	24
235	-44	-74	40
235	52	-10	10
235	-58	-38	-2
235	48	46	-8
235	62	2	-12
235	8	-82	-28
235	22	0	-28
235	-56	-62	-4
235	-4	-22	8
235	48	40	12
235	50	-24	-24
236	22	-2	-4
238	3	-54	11
238	11	-74	24
238	16	-74	21
238	12	-61	-4
238	3	-4	11
238	44	-60	2
238	46	-68	7
238	45	-66	5
238	45	-64	2
238	45	-60	5
238	46	-68	9
238	25	-73	23
238	45	-54	9
241	10	-76	-8
241	-6	-80	-8
241	-38	-4	54
242	-30	60	0
244	13	-85	16
244	22	-63	-13
245	-43	20	-3
246	-40	-12	-14
246	42	-58	48
246	8	-18	0
246	4	-6	36
247	-42	2	36
247	40	8	42
248	-7	-70	38
248	-37	38	9
248	29	17	0
248	-31	17	6
248	29	17	0
248	-7	-70	38
248	-37	38	9
248	-44	11	32
249	-44	21	27
249	-40	-32	61
250	56	-40	8
250	-48	-36	8
251	-38	-26	-20
251	0	38	8
251	49	19	-24
251	-8	22	20
251	-19	4	-24
251	0	38	8
252	-60	-20	12
252	-40	-12	12
252	-48	-4	48
253	39	-45	45
254	-49	11	31
254	-35	-64	-13
254	26	-69	-18
255	34	-68	-20
255	-30	-30	60
255	41	-53	-25
255	-8	-56	-20
255	45	-75	-15
257	6	-48	42
257	39	-51	-27
258	-18	-24	-13
258	21	-21	-14
259	40	-60	-12
259	9	-75	0
259	-28	-57	0
260	-42	-82	-18
260	10	-82	-6
260	2	-84	18
260	2	-94	-4
260	4	-46	-8
260	-24	-52	34
260	-14	-96	6
260	-6	-82	-18
260	-36	-66	-6
260	4	-56	-8
260	-14	-68	-6
260	10	-98	0
261	5	7	42
261	11	-89	14
261	29	-67	-18
261	-43	-57	-16
261	-23	-75	22
261	-15	-91	6
261	-45	-51	2
261	-31	-73	-18
262	-7	10	30
264	2	6	4
265	24	-76	34
265	32	36	40
265	-42	26	6
265	34	30	0
265	2	-30	-10
265	-34	38	38
265	-24	-72	2
265	34	16	-8
265	28	36	30
265	24	-62	-2
266	36	12	0
267	3	6	36
267	3	24	30
268	40	-40	60
268	16	-68	52
268	4	24	32
268	40	-48	48
268	-44	-36	40
268	8	-64	52
268	-40	-28	56
268	-40	-28	56
268	-28	-8	60
268	-4	-52	52
268	60	8	32
268	52	16	8
268	-8	24	28
268	-28	-8	64
268	-36	-44	56
268	16	-72	56
268	-8	-60	56
268	-40	16	0
268	-24	12	4
268	-16	-80	48
268	32	-60	44
269	50	-4	36
269	-8	-18	54
269	16	-64	59
269	41	-2	52
269	6	-15	48
269	-30	-8	52
269	-30	-2	65
269	-42	-15	48
269	-4	-6	67
269	-4	-6	67
269	22	-64	59
269	46	-6	54
269	-22	-4	2
269	-30	-2	65
269	48	-2	42
269	36	-44	58
269	-30	-2	65
269	-30	-8	50
269	-24	-4	1
269	24	-6	2
