docidx	x	y	z
878	59	-26	16
878	-55	-23	9
878	-55	-23	9
879	24	-72	44
879	0	-22	42
879	26	-76	44
879	-38	-28	58
879	36	42	38
879	24	-72	44
879	2	-46	54
879	-6	46	0
879	54	0	32
879	14	-2	20
879	-26	-10	12
879	-16	-34	4
880	-37	-68	-26
881	-49	-19	-11
881	-51	-23	62
881	-36	-48	3
881	-17	-5	21
881	-21	17	-2
881	-51	-18	-12
881	50	-17	52
881	50	-19	49
881	-8	-24	-31
886	-59	-37	-15
887	-52	-67	-6
888	-45	-54	-15
888	-42	-87	15
888	-42	-72	-21
888	-30	-45	-24
888	-21	-60	48
889	-53	-27	35
889	24	-61	56
889	-50	-9	47
889	21	-61	56
889	-18	-71	-14
889	53	-30	37
889	9	-48	-23
890	-47	-61	21
891	-51	-33	18
891	-30	-48	41
891	38	-39	15
891	-43	13	8
891	-45	43	11
891	-51	-54	48
891	56	-8	23
891	-37	33	26
891	-53	-11	-6
892	-57	-54	12
893	-22	-40	-8
893	28	-24	-12
893	-26	-25	-12
893	27	-28	-15
893	1	2	2
893	5	5	2
893	26	-25	-13
893	-30	-20	-18
893	4	4	3
893	21	-35	-8
893	3	7	5
893	3	4	3
893	30	-20	-18
893	3	5	2
893	-35	-36	-13
893	30	-20	-18
893	-24	-27	-9
893	1	0	1
893	3	5	2
893	-30	-20	-18
893	5	5	3
893	-34	-38	-15
893	-22	-37	-9
893	-20	-36	-4
893	2	7	3
893	27	-28	-15
893	2	2	2
893	-30	-20	-18
893	-26	-25	-12
893	-28	-14	-15
893	3	6	3
893	37	-40	-12
893	2	2	2
893	4	5	3
893	3	7	5
893	-32	-41	-13
893	3	5	3
893	3	6	3
893	3	6	3
893	4	4	3
893	26	-25	-13
893	18	-36	-2
894	49	-29	16
894	2	8	42
894	-52	0	17
894	49	-21	14
894	1	1	41
894	11	-11	11
894	0	-30	57
894	29	-82	13
895	-10	-64	-12
895	-1	-1	53
895	16	-61	56
895	-22	-10	53
896	56	0	35
896	64	-4	-13
896	4	-92	0
896	-24	4	0
897	-39	-11	46
897	47	-41	4
897	-34	-69	38
897	14	-73	41
897	46	24	26
897	5	-76	34
897	14	-73	41
897	-45	18	14
897	-33	13	8
897	-50	4	-1
897	13	-78	39
897	7	-80	-23
897	61	-21	1
897	-55	-21	-2
897	42	12	-1
897	14	-71	37
898	44	16	-2
899	-42	6	13
899	23	-5	2
900	48	-57	-24
900	66	-6	-6
900	0	-42	45
900	-54	-51	-18
900	-12	-96	3
900	0	15	54
900	12	6	9
900	-24	30	-9
901	57	-31	44
901	-59	-20	29
901	-46	0	4
901	8	12	40
901	-8	10	42
901	-57	2	38
901	-46	-36	40
901	54	-24	44
901	-24	-65	-17
901	58	6	32
901	-20	-44	-31
901	-30	44	24
901	56	-4	38
901	-46	-33	40
901	-55	-2	40
901	-55	8	16
901	-54	-2	40
901	-38	-29	36
901	-28	-53	-19
901	46	34	32
901	-38	22	6
901	42	-14	58
901	-57	-34	34
901	32	36	30
901	26	-64	56
901	54	12	8
901	-58	11	27
901	-8	10	46
901	-28	-58	-34
901	-30	42	28
901	-28	2	7
901	24	-4	8
901	24	8	3
901	48	10	0
901	-46	-33	38
901	-42	-35	44
901	-12	-3	66
901	-42	-35	46
901	-59	9	24
901	57	7	31
901	36	2	48
901	2	4	54
901	24	2	2
901	-57	7	20
901	-40	43	2
901	-30	44	28
901	-57	10	34
901	38	-50	52
901	-24	-10	52
901	50	-36	52
901	28	-60	60
901	52	6	16
901	-57	-18	20
901	38	-40	42
901	-18	-62	52
901	-30	-60	60
901	46	34	28
901	51	-27	40
901	-26	-63	58
901	-8	-63	60
901	-40	28	42
901	-51	9	31
901	42	-26	60
901	-32	-62	60
901	26	-64	56
901	-32	40	32
901	-30	-55	60
901	-50	-31	46
901	42	-11	58
901	48	10	0
901	8	-56	70
901	38	-50	50
901	26	-10	54
901	-24	-8	46
901	28	-9	48
901	-42	-40	58
901	-14	-57	66
901	24	8	7
901	24	-4	8
901	-42	-38	46
901	40	-28	60
901	57	7	29
901	-57	7	18
901	56	6	36
901	-26	-68	58
901	-58	10	30
901	10	2	56
901	-24	-6	43
901	18	-72	52
901	38	-37	41
901	-38	22	6
901	-2	0	58
901	20	-14	58
901	57	3	32
901	51	-32	44
901	16	-70	56
901	-51	6	8
901	-46	23	40
901	42	-11	58
901	2	4	54
901	28	-3	54
901	-59	-22	30
902	54	-32	22
902	-58	-34	18
903	1	24	44
904	45	15	-12
904	36	18	-12
905	24	-58	-24
905	-4	-60	-30
906	-6	-80	-1
906	-44	-32	9
906	43	14	23
906	55	-55	6
906	-40	2	37
906	-3	-24	15
906	49	-69	15
906	49	-24	7
907	-24	-2	54
907	30	-56	28
907	48	-2	34
908	-48	30	30
908	-46	46	14
908	32	20	0
908	16	-6	24
908	50	20	40
908	-18	0	22
908	6	-70	-18
908	-36	16	0
909	-48	14	-6
909	-42	-58	40
909	10	4	60
909	14	-64	20
910	4	-74	35
910	-7	-3	42
910	-31	-40	-18
911	-42	36	-12
911	-48	24	24
912	8	4	35
912	-38	-83	10
912	-41	-71	-15
912	-45	26	20
912	-4	-86	45
912	-45	-71	5
912	-23	-19	50
913	-10	46	-20
913	-46	4	52
913	38	-50	60
913	-36	34	36
913	14	-68	36
913	-2	32	-24
913	-2	58	-10
913	20	12	-16
913	-24	-48	0
914	50	-60	1
914	40	-57	-20
914	-10	16	43
914	-37	-41	44
915	3	1	2
915	36	-58	-26
915	-10	8	60
915	-22	-12	2
915	3	-16	48
915	-30	-88	-2
915	44	-6	48
915	-10	-54	-18
915	10	-52	-12
915	8	6	52
915	-28	-14	-4
915	44	-8	54
915	2	6	46
915	26	-16	-2
915	-44	-58	-32
915	3	1	2
915	-4	10	62
915	-54	-16	48
915	-10	4	60
915	-18	18	2
915	-14	-16	2
915	14	4	20
915	-10	-54	-18
915	-12	-6	50
915	38	-14	50
915	26	-20	-6
915	54	-8	46
915	-50	-16	48
915	28	-64	-24
915	-6	8	62
915	3	1	2
915	-10	4	60
915	-12	-10	44
915	36	-14	50
915	-22	-98	-2
915	-46	-12	46
915	-6	-6	52
915	-34	-58	-26
915	3	1	2
915	3	1	2
916	28	-55	-25
916	51	-39	15
916	45	12	10
916	-34	-55	-25
916	49	-42	36
916	-22	-1	3
917	6	-18	-21
917	-3	-21	-24
918	-24	-10	-12
918	38	-6	-6
918	42	44	-16
919	-32	42	14
919	4	0	43
919	-41	-22	53
919	12	-17	68
919	6	-40	66
919	1	49	20
919	5	-19	49
920	-2	-36	-24
920	66	-12	22
920	64	-12	18
920	8	-24	-38
920	16	-4	-18
920	38	40	-10
920	-20	36	-20
920	-64	-18	36
920	44	48	-6
921	-13	-15	-6
923	22	-64	34
923	-42	46	26
925	9	27	42
926	18	9	8
926	48	-62	-10
926	-45	-53	-12
927	-51	-21	18
927	-18	-21	6
927	51	9	39
927	-63	-36	15
927	-24	15	6
927	-21	-27	12
927	-60	9	18
927	51	-24	39
927	-30	-57	57
927	-60	12	9
927	-18	-75	12
927	27	-6	45
927	3	18	51
927	-24	-51	-27
928	4	-80	0
929	0	-72	-4
929	-14	-96	-10
929	12	-76	10
929	36	-82	-12
929	-46	-48	44
929	6	-64	-20
929	-22	-84	38
929	-24	-52	34
929	32	-50	22
930	-46	2	42
930	40	-30	40
930	10	-44	43
930	48	2	34
931	50	-32	52
931	1	10	50
931	-47	18	-8
932	42	-74	-4
932	-24	-86	14
932	60	-48	2
932	44	-82	4
932	-54	-66	8
932	42	-58	-16
932	30	-46	48
932	50	8	24
932	52	6	44
932	-50	-54	10
932	52	14	14
933	33	-84	-21
933	60	-30	36
933	9	-57	-12
933	45	33	6
933	27	-27	75
933	0	-9	54
935	10	-18	74
935	-22	-38	74
935	-4	-60	-16
935	-6	-6	72
935	30	-50	66
935	-12	-50	70
935	-26	-50	68
935	6	-42	72
935	-50	-2	-34
936	-16	-24	-12
938	-18	-88	22
938	-16	-92	18
939	40	-2	60
939	24	-48	-32
939	6	-54	-16
939	-32	-14	52
939	42	14	-6
939	10	-16	-2
939	64	10	20
939	-24	-6	0
940	18	-87	0
940	24	-36	-27
940	-42	42	21
941	-20	-32	6
941	-30	-28	56
941	10	-26	10
941	-32	-30	58
941	-58	-46	36
941	-2	-28	-18
941	42	-82	0
941	-10	-2	46
941	-40	-16	14
942	8	16	38
942	12	18	40
942	8	16	38
942	6	28	14
942	32	20	-8
942	36	-2	-20
942	-50	28	0
942	32	22	-4
942	2	16	42
942	-52	36	-4
942	2	20	40
942	-34	22	-4
942	32	22	-4
943	-3	-66	21
943	-52	-50	-3
943	45	28	12
943	-39	-35	37
944	47	-6	37
944	-1	-6	47
944	43	-13	54
944	-2	-6	55
944	-25	-11	52
944	-53	6	7
944	-53	-31	21
944	37	-6	15
944	4	-63	58
944	0	-84	32
945	-42	30	-2
945	50	-49	13
948	-9	-71	40
948	-9	-89	-5
950	-48	-66	-20
950	28	-40	-24
950	-28	-56	-8
951	-57	-51	0
952	-2	6	62
952	1	30	56
953	-50	-38	41
953	25	-66	44
953	33	23	2
953	21	12	-3
954	-33	-44	51
954	-3	-14	53
954	21	-58	52
954	33	-39	44
954	20	-60	52
954	-43	-30	27
954	-19	-61	-19
954	-47	-29	53
954	-46	-33	53
954	3	-75	-10
954	34	-38	44
954	-36	-23	58
954	42	-60	3
954	17	-12	56
954	-34	-40	43
955	-62	-18	16
955	12	-32	0
955	-24	-2	60
955	-34	-10	56
955	46	30	12
955	-40	-34	40
955	46	-4	48
955	6	-2	60
955	-18	14	-8
955	24	10	-8
955	50	-26	44
955	-16	-62	56
955	20	-50	64
955	-34	-48	52
955	-6	-56	12
955	44	-16	-4
955	-44	-32	56
955	40	-16	44
956	36	-84	7
956	-37	-52	-18
956	-43	-46	-13
956	27	-46	-10
956	37	-66	-16
956	-37	-40	-24
956	-36	17	-23
956	37	-73	-22
956	-35	-50	-17
956	-43	-46	-18
956	41	-62	-11
956	36	-81	7
956	-35	-50	-13
956	35	-46	-10
957	-11	-29	2
957	-33	-15	-15
957	-37	-77	-3
957	7	-24	26
957	11	-8	-9
958	4	53	16
958	-10	-18	8
958	-30	-86	9
958	7	6	35
958	48	-51	16
958	-55	-57	-6
958	20	38	30
958	-26	28	38
958	-33	-60	34
958	50	-58	33
958	-4	52	7
958	39	4	7
958	-7	5	35
958	-51	-54	-14
958	-6	-89	10
958	45	-56	26
958	23	-49	-3
958	37	21	31
958	-45	20	13
959	-40	-52	52
960	0	42	-9
960	12	-66	54
960	-45	6	36
960	30	42	18
961	-14	9	59
961	-40	18	42
961	12	-55	51
961	16	4	63
962	-30	-40	-12
962	-26	46	12
963	-39	-25	53
963	47	-44	43
963	10	41	41
963	-51	-29	35
963	-35	12	13
963	-28	-76	35
963	-33	-60	35
964	6	18	52
964	-20	-40	-34
964	58	16	28
964	64	-22	36
964	-24	56	18
964	54	-38	32
964	28	-86	2
964	36	-28	-6
964	38	22	-2
964	22	-18	6
964	4	4	50
965	-37	-71	-1
965	41	-59	-5
966	0	30	-12
966	30	-69	-21
966	-57	21	18
967	48	42	10
967	4	-40	42
967	-18	-24	60
968	51	9	30
968	-36	-72	-12
968	-18	-3	18
968	24	3	57
968	42	-30	45
968	6	-66	-18
968	-51	6	33
968	-30	27	6
968	-36	-72	-12
968	24	3	57
968	0	9	57
968	-45	-30	45
968	0	9	57
968	39	-63	-12
968	-45	-30	45
969	-46	15	-11
969	-4	3	57
969	-28	4	48
969	6	44	27
969	20	-6	4
969	-20	-67	-27
969	-24	4	-2
970	-2	-50	42
971	-56	-26	4
971	24	-24	-18
971	46	-82	-10
971	26	-22	8
971	-48	8	-24
971	34	38	36
971	30	2	10
971	-34	-64	50
971	56	28	10
971	58	-38	20
972	-4	-9	61
972	53	0	48
973	-51	-27	-5
973	-40	32	9
973	-8	25	28
973	55	-8	-3
973	-16	-93	8
973	-44	10	40
974	53	-34	24
974	-39	-2	-8
974	-57	-11	13
974	-39	13	1
974	-5	-65	-36
974	-40	17	6
974	2	-48	-29
974	-1	-69	-8
974	53	-34	16
974	-53	-25	44
974	-3	24	43
974	-46	-48	52
974	-24	-74	-18
974	-55	-5	3
974	-40	-2	-8
974	-53	-48	52
974	55	-22	6
974	-53	-39	41
974	20	-59	-16
974	64	-40	8
974	-57	-27	43
974	53	-53	-2
974	48	26	1
974	55	-22	2
975	-28	46	16
975	-4	58	4
976	18	-51	66
976	12	42	15
976	-51	30	30
976	-60	-9	-3
976	24	-9	66
976	51	-39	42
976	48	42	18
976	60	0	-15
976	-51	30	30
976	-51	-27	0
976	66	-21	0
976	-18	-39	45
976	48	-42	-6
976	51	18	-15
976	-33	30	-18
976	48	-21	-12
977	-50	-66	7
978	-48	4	37
978	0	13	64
978	10	17	25
978	24	7	14
978	22	-55	-17
978	-24	-54	-23
978	55	-32	-15
979	24	-63	-48
979	23	-65	-45
979	47	-65	-30
980	-54	26	10
981	-49	-30	47
981	-47	-36	53
981	-47	-31	50
981	-48	-32	50
982	36	34	27
983	-14	-74	32
983	-30	-62	48
984	50	22	-12
984	12	-2	12
984	-30	36	50
984	50	24	-14
984	-26	10	60
984	16	6	28
984	46	12	22
985	-50	6	44
985	-4	14	45
985	34	25	-5
986	-47	-29	29
986	-46	4	5
986	-28	-47	48
986	-39	-5	4
987	48	-30	48
987	42	-69	45
987	-56	-33	35
987	39	-24	-24
987	-27	-9	-27
987	56	-43	16
988	54	21	-6
989	-32	42	10
989	-56	-26	-4
989	40	-20	64
989	42	-10	-32
989	-32	12	52
989	44	-26	18
989	40	-56	2
989	-34	36	10
989	-30	42	-4
990	6	20	-9
990	8	-73	10
990	-32	-59	17
990	-41	-65	4
991	-30	-58	43
991	54	-43	29
992	22	-20	4
992	-2	-76	-8
992	-32	-68	52
993	30	-54	36
993	-62	-35	-3
993	27	0	47
993	-60	-29	10
993	36	-57	-27
993	-48	-28	26
993	-18	-59	44
994	-20	12	9
994	-20	-80	-11
994	18	-8	10
994	26	-24	-9
994	-16	14	14
994	-2	-53	23
995	48	-7	22
995	20	-78	-13
995	4	18	51
995	20	-78	-13
995	24	-74	-6
995	-40	-67	-13
996	28	-84	32
996	-40	-84	0
996	24	-68	52
996	20	-72	52
996	-56	4	24
996	36	40	36
996	32	-80	8
996	4	-4	56
996	36	-48	56
996	52	-72	24
996	-36	-12	56
996	24	-8	60
996	36	36	32
996	52	12	28
996	-56	0	44
997	8	-63	-14
997	6	9	25
997	-28	38	20
997	-32	-56	-36
997	28	-51	-19
997	-36	-68	-37
997	2	-58	5
998	-42	8	52
998	0	18	46
998	-62	-28	30
999	15	-27	6
999	15	-6	6
999	-24	51	3
999	33	-18	6
1000	-36	27	3
1000	-42	48	-15
1002	-42	-30	6
1002	-35	-32	10
1002	-54	-18	6
1003	-16	-10	24
1007	1	-56	24
1007	-8	8	-3
1007	30	19	1
1007	-44	29	12
1007	-4	-56	27
1007	-8	11	4
1008	52	-33	18
1008	-56	-41	6
1008	-60	-28	-2
1008	-53	-50	15
1008	-32	-30	9
1008	-56	-49	9
1008	-46	-19	2
1008	-46	-16	1
1008	-43	-43	23
1008	-59	-23	16
1008	54	-25	7
1009	-29	-85	27
1009	23	-64	-11
1009	46	-73	-3
1009	29	-84	32
1009	23	-64	-11
1009	46	-73	-3
1009	-29	-85	27
1009	-43	-82	0
1009	-40	-52	-19
1009	-40	-52	-19
1009	36	-47	-19
1009	-43	-82	0
1009	16	-9	-9
1009	-15	-59	15
1009	-25	-66	-11
1009	-25	-66	-11
1009	29	-84	32
1009	46	-73	-3
1009	16	-9	-9
1009	-24	-44	-7
1009	-15	-59	15
1009	-40	-52	-19
1009	-18	-9	-8
1009	29	-84	32
1009	36	-47	-19
1009	-24	-44	-7
1009	-29	-85	27
1009	-43	-82	0
1010	15	3	-3
1010	39	-90	2
1010	-50	-34	5
1010	39	-90	2
1011	8	15	36
1011	-25	-9	60
1011	-25	-24	3
1012	-34	-36	44
1012	8	-22	12
1012	32	-44	52
1012	-52	2	42
1012	-34	-56	64
1013	-2	0	55
1013	8	5	40
1013	12	-80	3
1013	-43	-44	4
1013	12	-80	3
1013	33	-68	-5
1013	-48	-27	47
1013	-29	47	27
1013	42	-23	45
1013	41	-55	40
1013	-44	-10	47
1013	-44	-10	47
1013	35	13	11
1013	4	20	42
1013	-43	-44	4
1013	-4	44	27
1013	42	-26	40
1013	-41	-61	-3
1013	-40	35	5
1013	-2	-1	55
1013	-37	1	10
1013	42	-26	40
1013	-36	-42	43
1013	51	-23	45
1013	35	9	11
1013	-15	-5	12
1013	-18	-84	3
1013	-22	-67	34
1013	-27	45	29
1013	-32	-55	34
1014	4	3	1
1014	4	3	1
1014	-11	-25	7
1014	-40	-33	-3
1014	4	3	1
1014	4	3	1
1015	-52	1	34
1015	39	-56	36
1016	-49	22	-3
1016	-41	-62	36
1016	-7	-77	24
1016	-28	-74	41
1016	-25	-78	-16
1016	-50	-59	36
1016	-4	-77	27
1017	40	32	22
1017	0	-64	36
1017	34	20	-36
1017	40	-28	-18
1017	-38	-48	38
1017	24	-78	-40
1017	-48	-78	-4
1017	56	12	10
1017	-34	38	26
1017	0	58	-18
1018	62	0	6
1018	-30	-52	-8
1018	-10	-86	-8
1018	14	-66	60
1018	-42	-56	-16
1018	-32	-52	-6
1018	-12	-46	58
1018	-14	-94	20
1018	58	22	10
1018	-56	-64	24
1018	-26	-2	62
1018	22	-10	-14
1018	-14	-58	64
1018	-8	60	12
1018	16	-58	56
1018	-12	-58	64
1018	-28	-82	-6
1018	28	-38	-18
1018	-58	-64	14
1018	-28	-74	32
1018	-8	-50	28
1019	-30	-58	42
1019	34	-47	26
1019	-42	-66	-8
1019	-42	-40	23
1019	-34	-8	43
1019	-50	-1	17
1019	-46	-48	52
1020	-20	-53	-2
1020	40	18	12
1020	9	-46	5
1020	30	-66	36
1020	44	-59	-11
1020	-10	4	3
1020	-40	-73	17
1020	13	34	18
1020	40	-51	-37
1020	-20	-53	-4
1020	-22	-68	5
1020	59	21	27
1020	2	14	42
1020	-38	-51	-16
1020	30	-44	-16
1021	8	18	44
1021	54	-48	8
1021	36	2	44
1022	54	-32	14
1022	54	4	-1
1023	17	-59	-27
1023	-30	-10	22
1023	37	-64	-9
1023	37	-21	28
1023	-34	-30	57
1024	-48	-50	26
1024	-47	-59	7
1024	-35	0	26
1024	-38	-70	9
1024	7	43	9
1024	48	13	9
1024	47	-56	-5
1024	-49	18	18
1024	-45	-59	4
1024	42	27	20
1024	-55	-40	-2
1024	-45	-58	5
1024	42	26	14
1024	-26	-48	41
1024	41	-61	-24
1024	-38	-77	4
1024	-42	16	18
1024	-42	12	29
1024	-35	-73	-2
1025	-15	-46	72
1025	26	-11	-17
1025	-15	-82	-17
1025	-21	36	-2
1025	8	6	62
1025	2	52	17
1025	37	-60	-21
1025	-26	-26	5
1025	-6	-68	28
1025	11	-1	1
1025	-32	7	-27
1026	20	27	45
1026	0	-11	8
1026	8	-11	-4
1026	-22	15	-3
1026	3	44	20
1026	-16	-65	-23
1026	48	-55	27
1026	-1	-58	34
1026	8	-11	-4
1026	31	-4	59
1026	56	-10	-13
1026	-22	15	-3
1026	47	23	24
1027	42	1	16
1027	-55	5	32
1027	-14	-64	-7
1027	-34	7	17
1027	-6	2	45
1027	8	-59	-6
1028	32	26	-34
1028	-40	-72	-24
1028	-16	-92	-10
1028	38	21	22
1028	-16	42	4
1028	-52	20	-22
1028	-20	-98	-10
1028	32	26	-34
1028	6	-62	-28
1028	4	-76	-22
1028	-44	-16	-2
1028	-32	-85	-22
1028	42	22	-10
1028	5	-52	-28
1028	22	2	44
1028	-30	-98	-14
1028	-22	-34	70
1028	38	-60	-24
1028	40	-32	-22
1028	0	-44	-24
1028	36	-60	-24
1028	-20	-98	-10
1028	34	26	-34
1028	-24	-20	8
1028	-20	-92	-10
1028	-32	20	-22
1028	58	0	24
1029	-4	-32	-6
1029	0	-62	-42
1029	-40	-82	-10
1029	50	14	48
1029	-42	-72	-4
1029	48	-66	-2
1029	14	-94	-6
1029	16	-88	4
1029	-40	-84	-8
1030	40	0	28
1030	40	6	34
1030	-36	50	24
1030	2	-70	-18
1031	44	-38	-12
1031	41	-41	-15
1031	41	-44	-18
1031	38	-35	-21
1031	44	-38	-18
1031	44	-38	-21
1031	35	-53	-18
1031	38	-41	-18
1032	-46	-28	6
1032	-40	-28	12
1033	-36	6	8
1033	-64	-16	16
1033	56	-12	12
1033	10	-54	-30
1033	-10	6	34
1035	-1	47	20
1035	-34	-62	-10
1035	-38	-82	3
1035	-37	-19	59
1035	-19	56	21
1035	-1	-55	35
1035	-25	4	-21
1035	-19	31	41
1035	-2	-49	17
1036	20	-40	-27
1036	33	4	-30
1036	15	-85	18
1037	-36	23	34
1037	-32	-41	43
1037	34	-37	41
1037	16	-70	-7
1038	-10	16	44
1039	-4	-30	24
1039	22	30	26
1039	-8	-30	34
1040	12	-90	4
1040	-35	-11	-11
1040	-1	-89	13
1041	36	-8	58
1041	-56	6	-2
1041	50	-36	50
1042	-39	-52	-10
1042	8	-43	40
1042	-3	18	42
1042	36	-55	40
1042	38	31	26
1042	-33	-49	-25
1042	38	-44	38
1042	-1	-15	-1
1042	40	4	38
1042	33	-54	-23
1042	-30	38	30
1043	20	-32	25
1043	33	-31	3
1043	-8	36	10
1043	19	32	26
1044	-24	-45	54
1044	45	-33	30
1044	-42	-24	24
1044	24	-39	63
1044	0	-30	54
1044	-12	-39	69
1044	-51	-9	3
1044	36	-18	18
1044	-33	-15	3
1044	18	-39	63
1044	3	-45	66
1044	-54	-6	3
1045	-34	-40	-16
1045	0	46	18
1046	31	3	-5
1046	10	-38	-27
1046	3	1	2
1046	-1	-46	-24
1047	30	-70	56
1047	10	30	26
1047	38	-2	16
1047	-34	2	16
1047	-18	-14	10
1047	8	0	4
1047	14	-72	-16
1047	-42	-12	18
1047	-6	10	46
1047	-34	12	8
1047	-42	-12	18
1047	-18	-14	10
1047	-14	-14	10
1047	8	0	4
1047	-48	42	18
1047	38	14	6
1047	-4	26	34
1047	-38	2	18
1047	8	20	32
1048	-23	13	-13
1048	38	30	49
1048	49	32	32
1048	9	-61	64
1048	45	25	33
1048	18	47	11
1048	19	-30	-14
1048	6	-60	46
1048	30	-46	-30
1048	3	5	54
1048	-41	53	9
1048	11	31	39
1048	65	-35	-10
1048	-55	30	1
1048	9	43	54
1048	-50	-37	-10
1048	58	7	30
1048	-9	-53	70
1048	-41	23	50
1048	48	8	47
1048	-29	24	-19
1048	0	17	62
1048	54	21	24
1048	-51	-47	1
1048	8	45	14
1048	64	-17	15
1048	17	31	17
1048	-60	-11	-28
1048	55	-33	-3
1048	51	-43	50
1048	-50	35	24
1049	-37	-22	52
1049	-50	-22	38
1049	22	-52	-12
1049	1	-22	-9
1049	31	-75	18
1050	10	-70	4
1050	-22	8	48
1050	-38	32	28
1050	47	8	24
1050	5	-82	-2
1050	-25	-64	49
1050	-27	3	50
1050	12	-85	6
1050	15	3	16
1050	-6	-27	-7
1050	2	17	56
1050	41	-3	37
1050	-27	-88	8
1050	15	-82	-18
1050	10	-76	43
1050	-22	-9	44
1050	49	11	21
1050	-38	-3	42
1050	26	17	45
1050	10	-85	-5
1050	-25	-18	54
1050	-35	-24	54
1050	-19	-82	30
1050	-43	-6	34
1050	-48	5	-3
1052	-24	-54	45
1052	-24	-15	-21
1052	48	-9	39
1052	-36	-81	9
1052	45	-36	27
1052	-3	-69	3
1052	45	-69	6
1052	-51	-6	6
1052	-42	-3	6
1052	0	-75	9
1053	61	-29	-4
1053	-53	16	3
1053	-16	-46	36
1053	-39	34	-11
1053	-48	-49	-11
1053	34	-46	34
1053	54	31	2
1053	36	-62	47
1053	-10	-41	-3
1053	-48	-64	31
1053	-36	-51	63
1053	-62	-28	35
1053	-42	-2	-2
1053	-32	-69	44
1053	-46	-50	47
1053	38	-11	47
1053	46	-13	-20
1053	-33	-13	-18
1053	48	0	-3
1053	63	-26	25
1053	-59	-33	5
1053	64	-52	5
1054	-56	-53	6
1054	18	-72	40
1054	56	-17	6
1054	-6	60	23
1055	-48	10	16
1055	-56	-30	26
1057	20	-6	-15
1057	36	-81	21
1057	-30	22	7
1057	-44	-71	30
1057	4	33	33
1057	15	-58	13
1057	8	3	9
1057	21	-14	-10
1057	-53	-9	30
1058	-34	-38	-19
1058	38	-84	4
1058	-51	7	-7
1059	6	-14	5
1059	-53	-43	19
1059	-51	2	13
1060	46	12	0
1060	30	8	2
1060	-42	8	2
1061	27	9	-3
1061	48	27	-15
1061	3	0	51
1061	33	0	54
1061	48	-27	51
1061	60	18	18
1061	15	-54	-24
1061	57	21	24
1061	33	-3	54
1061	39	-36	57
1062	-40	-3	30
1062	10	-59	50
1063	53	39	13
1063	-59	-25	44
1063	-12	-38	55
1063	-6	-13	6
1063	57	-44	8
1064	0	-2	37
1064	40	-5	-16
1064	4	-67	-17
1064	-55	-6	37
1064	20	47	9
1064	44	19	-11
1064	-16	-30	28
1064	0	-16	60
1065	-33	-74	-16
1065	33	21	3
1065	-18	-48	64
1065	-35	-27	17
1065	29	-80	-14
1065	53	-6	37
1065	-20	-88	19
1065	14	-90	25
1065	-33	-74	-16
1065	38	-83	5
1065	29	-80	-14
1065	29	-80	-14
1065	-3	-94	-2
1065	-40	-82	-6
1065	5	-2	46
1065	20	-94	-4
1065	14	-90	25
1065	25	-87	17
1065	14	-90	25
1065	53	-6	37
1065	-39	10	3
1065	38	-83	5
1065	-33	-74	-16
1065	14	-90	25
1065	38	-83	5
1065	-3	-93	4
1065	25	-87	17
1065	33	21	3
1065	51	-18	44
1065	25	-87	17
1065	38	-83	5
1065	46	-72	-7
1065	46	-72	-7
1065	-33	-74	-16
1065	-3	-93	4
1066	40	-44	56
1066	34	2	64
1066	-24	-78	22
1066	10	-70	4
1067	53	17	41
1067	-6	59	19
1068	-46	17	4
1068	-20	-52	22
1069	-48	-30	60
1069	-4	20	51
1069	-6	-1	59
1069	6	26	48
1069	2	10	51
1069	-63	-20	27
1069	-4	4	50
1069	10	22	43
1069	30	-59	-14
1069	-36	-57	-11
1069	14	-53	-11
1070	30	-54	-12
1070	-56	-52	44
1070	24	-26	-6
1070	20	-20	66
1070	28	-44	44
1070	-14	-80	-14
1070	10	-96	0
1071	10	-1	66
1071	-42	16	36
1071	-13	1	19
1072	-50	-11	38
1072	50	-11	42
1072	54	-1	14
1072	22	22	46
1072	13	-93	-4
1073	10	-88	-10
1073	6	-81	35
1073	31	-17	-17
1073	-46	-77	10
1073	4	-51	61
1073	7	-40	23
1073	-49	-53	45
1073	-34	-41	41
1073	-44	-60	35
1074	42	-21	60
1074	-21	-66	-30
1074	0	-12	57
1074	-51	-9	48
1075	-6	-81	13
1075	-8	-98	14
1075	-6	-88	-7
1075	0	-95	5
1075	18	-84	34
1075	4	-78	-13
1075	-14	-92	18
1075	10	-87	10
1075	18	-96	18
1075	-10	-97	12
1075	-14	-96	14
1075	20	-51	-4
1075	-8	-60	5
1075	38	-70	-3
1075	-8	-68	9
1076	-4	-31	29
1076	-51	-69	-1
1076	46	-54	35
1076	-48	6	26
1076	-1	-27	27
1076	0	-20	36
1076	-53	-7	-13
1076	-58	-47	8
1076	36	-44	36
1076	-28	49	7
1077	26	-8	-8
1078	-48	-18	44
1078	42	14	10
1078	-54	-36	3
1078	33	39	-3
1078	-58	-48	22
1078	12	-63	-24
1078	38	18	10
1078	-54	-3	-12
1078	-48	-18	44
1078	12	-63	-24
1078	-51	0	12
1078	38	14	10
1078	-48	-18	44
1078	6	3	66
1078	-51	-3	-12
1078	-21	48	-9
1078	-39	6	-9
1078	50	-14	46
1078	42	14	10
1078	-45	-36	3
1078	-50	14	10
1078	-39	33	-12
1078	-3	12	63
1078	-45	-36	3
1078	66	-14	8
