docidx	x	y	z
0	38	-48	49
0	-4	-70	50
0	-34	-52	60
0	-23	15	67
0	-23	-20	68
0	42	-47	-19
0	25	-35	-8
0	-25	-45	-2
0	52	-62	14
0	21	-81	28
1	-28	42	20
1	38	24	28
1	2	20	28
1	-2	14	44
1	-18	-8	60
1	28	4	52
1	40	-54	44
1	-30	-16	20
1	30	26	12
1	-24	22	0
1	16	20	8
1	14	0	4
1	14	6	4
1	-8	-26	4
1	8	-20	12
1	-10	-2	8
1	4	-2	12
1	4	-62	-32
1	-26	-56	-32
1	-40	-48	-32
1	54	-48	-32
1	-30	22	20
1	18	10	28
1	-30	40	20
1	34	28	28
1	-2	16	44
1	18	34	-4
1	-22	-6	60
1	24	4	56
1	38	-50	36
1	30	20	12
1	-6	18	4
1	10	4	12
1	-4	-22	8
1	6	-20	12
1	6	-4	8
1	2	-62	-32
1	-28	44	8
1	32	30	28
1	-6	4	32
1	10	16	36
1	-28	-14	64
1	18	-4	60
1	-4	-4	52
1	4	-10	64
1	-32	-26	52
1	-34	-32	48
1	30	-58	40
1	28	14	12
1	12	10	16
1	-22	14	4
1	22	12	8
1	-16	-6	0
1	18	-2	0
1	-8	-24	0
1	6	-24	12
1	14	-58	-32
1	6	-60	-24
1	-28	-58	-32
1	24	-56	-28
1	-20	-38	28
1	-2	-16	64
1	-14	-20	56
1	-20	-32	48
1	-22	-34	44
1	-24	-10	0
1	2	-62	-20
1	10	-52	-24
1	-32	-54	-28
1	18	-54	-36
1	-8	-18	44
1	2	-2	32
1	-8	-18	60
1	-14	-20	56
1	24	-12	52
1	-34	-32	48
1	44	-22	40
1	-36	-30	44
1	18	-66	48
1	30	4	12
1	-24	-6	4
1	-20	-4	0
1	-30	-54	-36
1	20	-54	-36
1	-28	-56	-32
1	14	-48	-24
1	10	-50	-20
2	-38	-22	60
2	-38	-22	60
2	-38	-25	60
2	-38	-25	50
2	-38	-25	50
2	-37	-25	50
2	-37	-31	50
2	-37	-31	66
2	-37	-31	66
2	-27	-24	64
2	-30	-24	64
2	-30	-32	64
2	-30	-32	64
2	-30	-32	64
2	-35	-32	64
2	-35	-35	64
2	-35	-35	67
2	-35	-35	67
2	-3	-37	59
2	-6	-37	59
2	-6	-40	59
2	-6	-40	52
2	-6	-40	52
2	-5	-40	52
2	-5	-36	52
2	-5	-36	56
2	-5	-36	56
2	-39	-25	61
2	-52	-25	61
2	-52	-28	61
2	-52	-28	50
2	-52	-28	50
2	-38	-28	50
2	-38	-38	50
2	-38	-38	69
2	-38	-38	69
2	-29	-29	64
2	-36	-29	64
2	-36	-39	64
2	-36	-39	58
2	-36	-39	58
2	-32	-39	58
2	-32	-42	58
2	-32	-42	60
2	-32	-42	60
2	-8	-45	55
2	-12	-45	55
2	-12	-47	55
2	-12	-47	66
2	-12	-47	66
2	-5	-47	66
2	-5	-48	66
2	-5	-48	52
2	-5	-48	52
2	-33	-45	63
2	-40	-45	63
2	-40	-53	50
2	-40	-53	50
2	-38	-53	50
2	-38	-52	50
2	-38	-52	59
2	-38	-52	59
2	-35	-50	65
2	-34	-50	65
2	-34	-58	65
2	-34	-58	47
2	-34	-58	47
2	-23	-58	47
2	-23	-54	47
2	-23	-54	61
2	-23	-54	61
2	-4	-56	70
2	-27	-56	70
2	-27	-62	52
2	-27	-62	52
2	-18	-62	52
2	-18	-58	52
2	-18	-58	62
2	-18	-58	62
2	-35	-14	59
2	-35	-14	59
2	-28	-14	59
2	-28	-1	59
2	-28	-1	68
2	-28	-1	68
2	-33	-3	60
2	-33	-3	60
2	-33	-9	60
2	-33	-9	46
2	-33	-9	46
2	-37	-9	46
2	-37	-7	46
2	-37	-7	64
2	-37	-7	64
2	-22	-12	67
2	-38	-12	67
2	-38	-8	53
2	-38	-8	53
2	-21	-8	53
2	-21	-2	53
2	-21	-2	61
2	-21	-2	61
2	-32	-4	55
2	-44	-4	55
2	-44	-20	55
2	-44	-20	38
2	-44	-20	38
2	-25	-20	38
2	-25	-7	38
2	-25	-7	59
2	-25	-7	59
2	-26	-10	68
2	-39	-13	68
2	-39	-13	53
2	-39	-13	53
2	-38	-13	53
2	-38	-12	53
2	-32	-5	56
2	-35	-5	56
2	-35	-13	56
2	-35	-13	47
2	-35	-13	47
2	-28	-13	47
2	-28	-8	47
2	-28	-8	64
2	-28	-8	64
2	-39	-2	0
2	-34	-2	0
2	-34	-8	0
2	-34	-8	-3
2	-34	-8	-3
2	-43	-8	-3
2	-43	-12	-3
2	-43	-12	10
2	-43	-12	10
2	-41	-7	4
2	-34	-7	4
2	-34	-20	4
2	-34	-20	-2
2	-34	-20	-2
2	-40	-1	-1
2	-34	-1	-1
2	-34	-16	-1
2	-34	-16	-2
2	-34	-16	-2
2	-57	-16	-2
2	-57	-3	-2
2	-57	-3	7
2	-57	-3	7
2	-46	5	7
2	-52	5	7
2	-52	3	7
2	-52	3	-4
2	-52	3	-4
2	-61	3	-4
2	-61	4	-4
2	-61	4	13
2	-61	4	13
2	-44	3	12
2	-55	3	12
2	-55	1	12
2	-55	1	-2
2	-55	1	-2
2	-47	1	-2
2	-47	6	-2
2	-47	6	3
2	-47	6	3
2	-43	5	11
2	-52	5	11
2	-52	-3	11
2	-52	-3	-2
2	-52	-3	-2
2	-51	-3	-2
2	-51	4	-2
2	-51	4	3
2	-51	4	3
2	-50	-17	20
2	-63	-17	20
2	-63	-26	20
2	-63	-26	9
2	-63	-26	9
2	-67	-26	9
2	-67	-20	9
2	-67	-20	10
2	-67	-20	10
2	-43	-25	21
2	-44	-28	20
2	-57	-28	20
2	-57	-34	20
2	-57	-34	18
2	-57	-34	18
2	-39	-34	18
2	-39	-12	18
2	-39	-12	9
2	-39	-12	9
2	-49	-32	32
2	-59	-32	32
2	-59	-30	32
2	-59	-30	25
2	-59	-30	25
2	-62	-30	25
2	-62	-42	25
2	-62	-42	37
2	-62	-42	37
2	-48	-32	30
2	-61	-32	30
2	-61	-25	30
2	-61	-25	33
2	-61	-25	33
2	-44	-25	33
2	-44	-38	33
2	-44	-38	36
2	-44	-38	36
2	-49	-33	30
2	-47	-33	30
2	-47	-29	30
2	-47	-29	31
2	-47	-29	31
2	-63	-29	31
2	-63	-41	31
2	-63	-41	38
2	-63	-41	38
2	-5	-16	67
2	-2	-16	67
2	-2	-12	67
2	-2	-12	67
2	-2	-12	67
2	-1	-12	67
2	-1	-26	67
2	-1	-26	73
2	-1	-26	73
2	-3	-17	66
2	-7	-17	66
2	-7	-14	66
2	-7	-14	60
2	-7	-14	60
2	-11	-20	62
2	-15	-20	62
2	-15	-15	62
2	-15	-15	66
2	-15	-15	66
2	-5	-15	66
2	-5	-29	66
2	-5	-29	67
2	-5	-29	67
2	-6	6	57
2	-5	6	57
2	-5	14	57
2	-5	14	52
2	-5	14	52
2	-7	14	52
2	-7	4	52
2	-7	4	51
2	-7	4	51
2	-7	8	50
2	0	8	50
2	0	1	50
2	0	1	47
2	0	1	47
2	-1	1	47
2	-1	7	47
2	-1	7	51
2	-1	7	51
2	-8	11	40
2	-2	9	49
2	-2	9	49
2	-3	-11	50
2	-3	-11	50
2	-5	-11	50
2	-5	-14	50
2	-5	-14	50
2	-5	-14	50
2	-3	-29	57
2	-3	-29	57
2	-3	-30	57
2	-3	-30	51
2	-3	-30	51
2	-12	-30	51
2	-12	-21	51
2	-12	-21	60
2	-12	-21	60
2	-7	-16	51
2	-11	-16	51
2	-11	-10	51
2	-11	-10	50
2	-11	-10	50
2	-6	-21	49
2	-10	-21	49
2	-10	-23	49
2	-10	-23	52
2	-10	-23	52
2	-5	-23	52
2	-5	-21	52
2	-5	-21	56
2	-5	-21	56
2	-6	-3	42
2	-14	-3	42
2	-14	-8	42
2	-14	-8	47
2	-14	-8	47
2	-3	-8	47
2	-3	-10	47
2	-3	-10	50
2	-3	-10	50
2	-6	-21	51
2	-6	-21	51
2	-6	-14	51
2	-6	-14	54
2	-6	-14	54
2	-6	-14	54
2	-6	-23	54
2	-6	-23	46
2	-6	-23	46
2	-4	-31	46
2	-4	-31	46
2	-15	-31	46
2	-15	-30	46
2	-15	-30	40
2	-15	-30	40
2	-3	-32	47
2	-3	-32	47
2	-3	-32	47
2	-3	-36	47
2	-3	-36	40
2	-3	-36	40
2	-6	-34	36
2	-2	-34	36
2	-2	-30	36
2	-2	-30	46
2	-2	-30	46
2	-13	-30	46
2	-13	-30	46
2	-13	-30	38
2	-13	-30	38
3	-21	36	-12
3	-12	-73	3
3	32	25	24
3	-25	24	-23
3	17	1	-18
4	6	-69	-2
4	46	6	-13
4	40	31	20
4	3	-69	31
4	-9	-42	-2
4	29	8	-18
4	-49	3	-13
4	17	-86	15
4	-23	-75	-2
4	-20	-61	15
4	55	6	26
4	55	-33	-7
4	-35	36	-2
4	-40	-69	15
4	14	19	15
4	-9	-83	26
4	49	14	-7
4	-9	-42	-7
4	-6	-50	-7
4	46	11	26
4	-20	-31	-18
4	-14	-8	-18
4	-46	-61	-7
4	-9	-72	37
4	-3	-58	9
4	9	-14	-18
4	20	-19	-13
4	-35	-22	-2
4	3	-14	-2
4	3	-31	-7
4	-32	6	-18
4	17	11	-2
4	-23	8	-7
4	-14	-44	31
4	23	3	-13
4	0	-36	-13
4	0	36	-2
4	9	6	15
4	46	-25	-2
4	23	-36	31
4	-12	-56	20
4	-43	-6	20
4	-9	6	26
4	-9	17	4
4	-38	-39	4
4	52	-31	9
4	23	33	-7
4	-29	-8	4
4	-12	3	20
4	-14	-33	20
4	58	0	-13
4	-38	-61	31
4	58	-3	4
4	14	25	26
4	-3	-6	15
4	-43	-69	9
4	35	-17	-18
4	58	0	31
4	35	31	9
4	-26	-56	4
4	9	-47	26
4	29	31	26
4	-6	-89	4
4	17	-11	26
4	38	36	37
4	38	-39	-7
4	55	-44	-7
4	52	-56	4
4	14	-56	-7
4	-26	19	20
4	26	28	-7
4	-29	47	15
4	12	11	15
4	17	36	-2
4	17	22	-2
4	-20	-64	9
4	20	-6	4
4	-20	-25	31
4	9	17	-13
4	43	-47	15
4	12	42	37
5	1	2	3
5	1	2	3
5	1	2	3
5	4	3	2
5	-34	-20	56
5	34	-20	56
5	-32	-34	44
5	32	-34	44
5	-20	-56	-28
5	26	-54	-28
5	-22	-8	4
5	22	-8	4
5	-8	-30	8
5	14	-24	8
5	-32	-40	56
5	32	-60	52
5	6	-4	52
5	-36	-30	56
5	32	-18	56
5	-32	-34	44
5	32	-34	44
5	-20	-56	-28
5	12	-56	-20
5	-22	-8	4
5	22	-8	4
5	-18	-10	4
5	14	-22	8
5	-30	-54	56
5	14	-68	56
5	4	-6	56
5	54	2	24
5	-2	-24	-12
5	22	-10	52
5	20	-10	52
5	16	-20	64
5	-12	-10	64
5	-32	-26	56
5	-4	-8	44
5	18	-62	-20
5	40	-20	52
5	2	-8	40
5	-6	-64	-16
5	8	-90	-28
5	30	-26	40
5	-54	-10	32
5	-34	-22	52
5	40	-20	52
5	10	-2	36
5	-4	-64	-16
5	8	-60	-24
5	-28	-38	40
5	36	-38	44
5	-16	-20	48
5	24	-16	48
5	-22	-14	4
5	58	6	16
5	-36	-22	52
5	40	-20	52
5	-30	-26	40
5	30	-26	40
5	-16	-20	48
5	24	-16	48
5	-16	-54	-20
5	26	-56	-28
5	-16	-18	8
5	-20	-6	4
5	24	-16	8
5	58	4	16
5	14	-6	48
5	22	-10	44
6	-49	8	30
6	-38	15	30
6	-38	15	30
6	-38	15	30
6	-45	4	30
6	-45	4	30
6	-45	4	30
6	38	15	23
6	38	15	23
6	38	15	23
6	-41	30	8
6	-41	30	8
6	-41	30	8
6	-38	8	34
6	-38	8	34
6	-38	8	34
6	-4	38	34
6	-4	38	34
6	-4	38	34
6	41	15	34
6	41	15	34
6	41	15	34
6	-4	11	45
6	-4	11	53
6	-4	11	53
6	-4	11	53
6	-4	11	53
6	-4	11	53
6	-4	11	53
6	-49	-53	0
6	-49	-53	0
6	-49	-53	0
6	-38	-60	-15
6	-38	-60	-15
6	-38	-60	-15
6	-49	-56	-8
6	-49	-56	-8
6	-49	-56	-8
6	-34	-68	45
6	-34	-68	45
6	-34	-68	45
6	-11	-68	49
6	-11	-68	49
6	-11	-68	49
6	8	-71	53
6	8	-71	53
6	8	-71	53
6	-30	-71	34
6	-30	-71	34
6	-30	-71	34
6	-19	-83	-4
6	-19	-83	-4
6	-19	-83	-4
6	23	-86	11
6	23	-86	11
6	23	-86	11
7	18	-6	-15
7	-12	0	-9
7	-28	42	9
8	-40	24	36
8	-6	8	48
8	-8	-58	38
8	-8	-58	38
8	-28	-74	32
8	-28	-74	32
8	22	-78	32
8	22	-78	32
8	-42	28	34
8	38	28	34
8	38	28	34
8	-8	10	46
8	-12	-62	40
8	-12	-62	40
8	-26	-68	34
8	-26	-68	34
8	24	-72	40
8	24	-72	40
8	-44	24	32
8	-6	10	46
8	-10	-64	40
8	-10	-64	40
8	-30	-72	40
8	-30	-72	40
8	24	-76	40
8	24	-76	40
8	-34	30	34
8	38	36	40
8	38	36	40
8	-2	6	54
8	-4	-68	36
8	-4	-68	36
8	-26	-66	36
8	-26	-66	36
8	28	-64	36
8	28	-64	36
8	-30	30	34
8	30	26	34
8	30	26	34
8	6	8	48
8	6	8	48
8	-4	-62	40
8	-4	-62	40
8	-22	-64	40
8	-22	-64	40
8	30	-64	40
8	30	-64	40
8	-36	26	38
8	28	26	38
8	28	26	38
8	4	6	52
8	4	6	52
8	-6	-60	38
8	-6	-60	38
8	-28	-68	38
8	-28	-68	38
8	30	-66	38
8	30	-66	38
8	-34	32	34
8	34	36	34
8	34	36	34
8	-8	8	54
8	-10	-66	42
8	-10	-66	42
8	-30	-64	42
8	-30	-64	42
8	34	-64	42
8	34	-64	42
8	-38	30	38
8	-8	-66	38
8	-8	-66	38
8	-34	-68	38
8	-34	-68	38
8	28	-62	38
8	28	-62	38
8	-42	26	32
8	40	20	38
8	40	20	38
8	-4	12	48
8	-2	-62	38
8	-2	-62	38
8	-22	-72	36
8	-22	-72	36
8	28	-66	40
8	28	-66	40
8	-38	38	38
8	-4	12	52
8	-2	-58	38
8	-2	-58	38
8	-26	-78	38
8	-26	-78	38
8	24	-62	38
8	24	-62	38
8	-34	28	38
8	38	36	32
8	38	36	32
8	-4	8	46
8	-2	-64	36
8	-2	-64	36
8	-24	-66	32
8	-24	-66	32
8	32	-66	26
8	32	-66	26
8	-38	24	38
8	4	4	54
8	4	4	54
8	-6	-70	38
8	-6	-70	38
8	-26	-78	38
8	-26	-78	38
8	28	-76	38
8	28	-76	38
8	-42	24	34
8	-6	6	54
8	-2	-70	42
8	-2	-70	42
8	-32	-64	42
8	-32	-64	42
8	38	-68	42
8	38	-68	42
9	-34	-68	-15
9	-28	-52	-15
9	-31	-49	-18
9	34	-62	-15
9	34	-74	-12
9	37	-83	-3
9	-34	-83	-9
9	-28	-90	9
9	37	-21	53
9	-43	0	34
9	0	-3	53
9	-21	-68	40
9	-3	-74	-18
9	31	-65	43
9	9	-90	-12
9	-28	-55	40
9	12	-18	9
9	-25	-71	31
9	9	-71	-34
9	28	-68	31
9	34	-24	-21
9	-6	-65	-37
9	-53	-24	31
9	53	-24	43
9	0	-43	-15
9	-3	-62	-18
9	3	-3	25
9	-37	-12	-34
9	-6	-55	-12
9	-18	-49	-43
9	-9	-55	-40
9	-53	-27	40
9	9	-71	9
9	-31	-46	34
9	15	-83	43
9	-43	-37	34
9	59	-46	-15
9	-43	-65	-6
9	-34	-55	-12
9	-25	-40	-15
9	46	-55	-12
9	34	-52	-15
9	-40	9	31
9	28	-40	-15
9	-37	-87	-15
9	3	22	40
9	3	9	43
9	-34	-43	-21
10	-43	-61	-12
10	-41	-61	-12
10	-41	-56	-12
10	-41	-56	-17
10	-41	-56	-17
10	-37	-56	-17
10	-37	-61	-17
10	-37	-61	-18
10	-37	-61	-18
10	-35	-55	-17
10	35	-50	-18
10	41	-50	-18
10	41	-50	-18
10	41	-50	-16
10	41	-50	-16
10	43	-50	-16
10	43	-65	-16
10	43	-65	-16
10	43	-65	-16
10	-41	-76	-12
10	-21	-76	-12
10	-21	-87	-12
10	-21	-87	-15
10	-21	-87	-15
10	-27	-87	-15
10	-27	-73	-15
10	-27	-73	-12
10	-27	-73	-12
10	-33	-85	-17
10	-40	-76	-17
10	-40	-76	-12
10	-40	-76	-12
10	-39	-76	-12
10	-39	-77	-12
10	-39	-77	-12
10	-39	-77	-12
10	42	-74	-13
10	42	-74	-13
10	-33	-85	-2
10	-37	-85	-2
10	-37	-81	-2
10	-37	-81	8
10	-37	-81	8
10	-23	-81	8
10	-23	-89	8
10	-23	-89	8
10	-23	-89	8
10	-30	-87	9
10	-30	-87	9
10	-36	-87	9
10	-36	-82	9
10	-36	-82	4
10	-36	-82	4
10	23	-93	0
10	25	-93	0
10	25	-90	0
10	25	-90	8
10	25	-90	8
10	23	-90	8
10	23	-91	8
10	23	-91	8
10	23	-91	8
10	34	-85	0
10	35	-85	0
10	35	-83	0
10	35	-83	0
10	35	-83	0
10	35	-83	0
10	35	-83	0
10	35	-83	2
10	35	-83	2
10	27	-81	19
10	27	-81	19
10	29	-81	19
10	29	-81	19
10	29	-81	28
10	29	-81	28
10	-2	-77	0
10	-2	-77	0
10	-17	-93	-7
10	-19	-93	-7
10	-19	-93	-7
10	-19	-93	0
10	-19	-93	0
10	-13	-93	0
10	-13	-92	0
10	-13	-92	-4
10	-13	-92	-4
10	16	-96	3
10	16	-96	3
10	11	-96	3
10	11	-98	3
10	11	-98	-6
10	11	-98	-6
10	-49	29	6
10	-48	29	6
10	-48	26	6
10	-48	26	6
10	-48	26	6
10	-27	-67	54
10	-20	-67	54
10	-20	-65	54
10	-20	-65	46
10	-20	-65	46
10	-34	-65	46
10	-34	-51	46
10	-34	-51	54
10	-34	-51	54
10	27	-63	47
10	27	-63	47
10	29	-63	47
10	29	-61	47
10	29	-61	53
10	29	-61	53
10	-5	5	54
10	-4	5	54
10	-4	3	54
10	-4	3	49
10	-4	3	49
10	-4	14	47
10	-4	14	47
11	-2	4	47
11	53	4	4
11	-14	-4	-19
11	24	4	9
11	-4	-4	66
11	41	-4	27
11	4	-4	39
11	-23	-4	41
11	-8	-4	65
11	-43	-4	-7
11	-18	-4	9
11	3	-4	40
11	-27	-4	59
11	-17	-4	-11
11	47	-4	40
11	-12	-4	61
11	-19	-4	22
11	48	-4	-10
11	20	-4	65
12	-3	15	33
12	6	30	42
12	-6	-9	-6
12	9	-21	-12
12	-33	27	-12
12	51	24	-9
12	15	-66	36
12	-39	3	54
12	48	12	39
12	6	6	54
12	-24	3	-24
12	27	-3	-24
13	-43	39	31
13	21	39	31
13	21	42	31
13	21	42	37
13	21	42	37
13	-43	36	37
13	-43	36	31
13	-43	36	31
13	18	36	31
13	18	42	31
13	18	42	31
13	18	42	31
13	-34	36	34
13	37	36	34
13	37	39	34
13	37	39	25
13	37	39	25
13	-31	39	25
13	-31	48	25
13	31	48	40
13	31	39	40
13	31	39	25
13	31	39	25
13	-37	42	31
13	40	42	31
13	40	48	31
13	-37	42	34
13	-37	42	31
13	-37	42	31
13	40	42	31
13	40	48	31
13	-34	54	28
13	34	54	28
13	34	48	28
13	34	48	37
13	34	48	37
13	34	48	28
13	34	48	37
13	34	48	37
13	-43	39	28
13	43	39	28
13	43	39	28
13	43	39	34
13	43	39	34
13	-46	36	34
13	-46	36	31
13	-46	36	31
13	43	36	31
13	43	45	31
13	46	-36	43
13	31	-42	43
13	21	-57	34
13	12	-63	46
13	21	-3	43
13	40	9	43
13	-37	-42	43
13	-59	-42	-3
13	-37	6	37
13	-18	3	65
13	31	15	-40
13	56	-33	-6
13	46	-39	18
13	21	-3	43
13	40	12	46
13	-31	18	-40
13	-34	-48	-21
13	-56	-48	-15
13	-40	6	37
13	-6	6	53
14	38	14	-8
14	42	17	22
14	-50	18	12
14	32	36	20
14	22	40	-4
14	-40	8	28
14	27	25	32
14	-39	49	18
14	-59	17	12
14	26	33	-8
14	40	22	8
14	42	26	20
14	-42	18	4
14	-44	20	8
14	35	19	2
14	31	40	40
14	-37	40	22
14	37	40	29
14	48	4	12
14	-46	2	16
14	35	32	21
14	-38	10	40
14	-35	30	22
14	38	39	26
14	-40	32	30
14	-35	42	22
14	27	29	36
14	40	34	29
14	-35	24	31
14	-32	44	18
14	32	34	32
14	36	20	-5
14	50	24	-9
14	-26	18	-5
14	35	30	29
14	39	25	36
14	39	37	20
14	35	18	-3
14	-29	20	-1
14	31	37	23
14	28	49	9
14	-28	20	-3
14	-52	2	8
14	40	24	28
14	32	28	26
14	-42	46	16
14	-28	52	4
14	-44	44	18
14	-51	10	9
14	-48	17	22
14	-46	26	25
14	-48	19	7
14	-42	10	29
14	-39	3	29
14	32	18	-1
14	-44	12	22
14	-55	3	20
14	33	19	-2
14	35	41	25
14	-39	32	29
14	-37	44	20
14	-33	44	20
14	35	28	29
14	-42	17	22
14	32	28	28
14	-42	30	28
14	39	41	22
14	-36	29	30
14	38	51	-9
14	38	20	5
14	-31	22	8
14	-38	-4	34
14	-30	-60	38
14	-15	-11	19
14	34	30	34
14	41	0	38
14	23	-4	54
14	30	-53	41
14	8	-19	15
14	0	4	53
14	-30	-11	49
14	-19	-71	41
14	-26	19	11
14	-8	-11	11
14	34	23	34
14	38	0	38
14	23	-8	53
14	15	-68	41
14	8	-71	45
14	4	-11	8
14	0	4	53
15	44	-20	-4
15	-54	-22	-4
15	46	-58	-8
15	-48	-40	-16
15	48	-30	-20
15	-24	-84	-4
16	-44	-70	-8
16	14	-82	-8
16	-10	-82	-6
16	10	-82	-6
16	-42	-70	-6
16	-34	-48	10
16	-52	-56	-6
16	-42	-36	-16
16	0	30	-6
16	0	-28	-2
16	4	30	34
16	-4	32	20
16	0	-52	-20
16	-37	-63	-22
16	34	-50	-22
16	30	-50	-26
16	14	-82	-8
16	-10	-82	-6
16	-44	-66	-6
16	-42	-58	6
16	40	-48	-24
16	4	-58	-4
17	-24	-66	56
17	26	-66	36
17	-30	-62	44
17	34	-62	50
17	-26	-64	64
17	28	-66	60
17	-30	-60	54
17	20	-74	52
17	-28	-68	40
17	36	-68	28
17	-28	-68	46
17	30	-50	42
17	-22	-58	46
17	28	-66	54
17	-42	-34	38
17	44	-26	40
17	-36	-44	34
17	-32	-28	58
17	-28	-46	40
17	30	-46	44
17	-38	-34	64
17	40	-30	64
17	-44	-28	44
17	26	16	56
17	-40	-34	62
17	-40	44	12
17	38	38	16
17	-34	46	26
17	30	42	20
17	-44	34	26
17	34	30	36
17	-30	44	10
17	42	38	24
17	38	48	26
17	-22	40	32
17	38	38	34
17	-26	-6	48
17	32	-8	52
17	-36	6	30
17	34	6	28
17	-32	-10	64
17	40	-8	66
17	-38	-4	42
17	36	-4	40
17	-28	-6	48
17	30	-6	54
17	-42	-2	34
17	48	6	34
17	-48	-2	36
17	48	-2	38
17	-2	8	44
17	6	14	38
17	-8	12	38
17	8	8	44
17	0	-2	48
17	0	-2	48
17	-8	12	38
17	10	12	38
17	4	-2	46
17	8	4	46
17	-4	6	34
17	8	12	32
17	-20	-96	10
17	30	-92	-2
17	-36	-74	-14
17	24	-82	-8
17	-28	-96	-8
17	34	-96	-6
17	-32	-92	14
17	28	-96	0
17	-28	-96	6
17	16	-98	6
17	-22	-90	-12
17	40	-90	-4
17	-28	-96	-6
17	-26	-62	-28
17	40	-58	-30
17	-30	-68	-46
17	14	-70	-46
17	-26	-58	-20
17	18	-52	-16
17	-26	-64	-22
17	32	-54	-28
17	-28	-54	-28
17	30	-52	-34
17	-28	-56	-22
17	22	-64	-22
17	-30	-58	-24
17	22	-70	-26
17	-8	-76	-14
17	10	-78	-8
17	-26	-70	-14
17	4	-92	8
17	-14	-80	-12
17	24	-76	20
17	-18	-96	8
17	12	-82	-6
17	-6	-70	-4
17	20	-80	20
17	-6	-92	-2
17	12	-92	0
17	-6	-78	-6
17	0	-92	8
17	-12	-14	6
17	6	-10	4
17	-8	-14	8
17	14	-18	8
17	-16	-12	12
17	22	-10	14
17	-20	-16	16
17	18	-12	14
18	-25	-55	50
18	-23	-55	50
18	-23	-59	56
18	-23	-59	56
18	-19	-63	60
18	-7	-63	60
18	-7	-77	50
18	-7	-77	50
18	28	-75	28
18	28	-75	28
18	28	-75	30
18	28	-75	30
18	28	-75	30
18	-25	-75	22
18	-23	-75	22
18	-23	-81	18
18	-23	-81	18
18	46	-5	46
18	46	-5	46
18	46	-5	46
18	46	-5	46
18	46	-5	46
18	-35	-9	46
18	-37	-9	46
18	-37	-7	46
18	-37	-7	46
18	38	-5	30
18	38	-5	30
18	38	-5	30
18	38	-5	30
18	38	-5	30
18	-27	-13	46
18	-29	-13	46
18	-29	-13	46
18	-29	-13	46
18	-35	27	30
18	-37	27	30
18	-37	29	30
18	-37	29	30
18	24	43	34
18	24	43	34
18	24	43	32
18	24	43	32
18	24	43	32
18	20	5	22
18	20	5	22
18	20	5	-4
18	20	5	-4
18	20	5	-4
18	6	-49	8
18	6	-49	8
18	6	-49	10
18	6	-49	10
18	6	-49	10
18	6	-67	8
18	6	-67	8
18	6	-67	14
18	6	-67	14
18	6	-67	14
18	-45	-71	12
18	-45	-71	12
18	8	-95	10
18	8	-95	10
18	8	-95	4
18	8	-95	4
18	8	-95	4
18	-23	-85	10
18	-23	-85	10
18	41	-75	4
18	11	-89	-4
18	11	-89	-4
18	-11	-79	2
18	-11	-79	2
18	17	-99	-8
18	17	-99	-8
18	29	-81	-12
18	31	-77	-20
18	31	-77	-20
18	-23	-81	-20
18	-23	-81	-20
18	-14	-87	-20
18	-14	-87	-20
18	-14	-87	-20
18	-43	-79	-12
18	-43	-79	-12
18	13	-83	-16
18	13	-83	-16
19	44	-67	-1
19	37	-81	11
19	53	-37	36
19	19	-67	51
19	23	-83	26
19	38	-40	48
19	24	-10	57
19	45	-3	37
19	7	0	59
20	-48	-12	48
20	-52	-28	52
20	56	12	0
20	40	-12	44
20	48	16	36
20	-64	-36	20
20	-4	68	-8
21	-4	12	52
21	44	-40	32
21	60	-20	-8
21	20	-68	-28
21	-4	16	44
21	56	24	24
21	36	20	0
21	36	-60	52
21	32	-56	-36
21	-32	40	28
21	32	20	48
21	36	0	40
21	-56	8	20
21	-48	44	-4
21	52	16	-8
21	56	20	24
21	48	-36	48
21	8	-60	48
21	28	-68	40
21	48	-56	32
21	-60	-32	40
21	0	44	32
22	3	-40	60
22	3	-39	60
22	23	-38	30
22	23	-46	29
22	24	34	5
22	24	39	2
23	2	3	5
24	30	-81	-15
24	-36	-87	-6
24	42	-54	-21
24	-33	-45	-18
24	48	-63	3
24	-39	-69	3
24	27	-75	27
24	-21	-78	27
24	33	-48	60
24	-18	-60	54
24	63	-24	36
24	-33	-39	24
24	33	0	48
24	57	6	39
24	60	12	9
24	42	18	-6
25	-42	26	20
25	-36	30	16
25	-30	32	0
25	-28	14	48
25	-20	8	56
25	-32	4	52
25	50	10	36
25	48	24	20
25	32	0	56
25	8	-2	64
25	4	-8	68
25	-16	-4	12
25	-2	-18	12
25	-8	2	8
25	-44	-28	32
25	-4	-60	60
25	36	-58	52
26	-8	-76	12
26	16	-68	10
26	14	-76	12
26	6	-78	12
26	14	-92	2
26	32	-72	-20
26	18	-76	-16
26	52	-56	-20
26	-10	-78	34
26	16	-76	56
26	-64	-36	16
26	-44	-36	24
26	-60	-8	8
26	62	-18	10
26	-54	-38	34
26	56	-22	54
26	64	-18	44
26	-10	-50	74
26	-36	-20	58
26	-38	-4	60
26	-36	-8	54
26	0	-16	68
26	-30	28	12
26	28	-72	-20
26	-24	-80	-20
26	-6	-4	10
27	40	-16	-8
27	40	-16	-8
27	-60	-36	12
27	-48	-36	12
27	-48	-24	12
27	40	-16	-8
27	40	-16	-8
27	-60	-30	12
27	-48	-30	12
27	-48	-24	12
27	-48	-24	12
